,Loyalty Number,Country,Province,City,Postal Code,Education,Salary,Marital Status,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Year,Month,Total Flights,Distance,Points Accumulated,Points Redeemed,Dollar Cost Points Redeemed,Gender_Female,Gender_Male,Loyalty Card_Aurora,Loyalty Card_Nova,Loyalty Card_Star
16073,419493,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,48515.0,Divorced,14318.45,Standard,2015,11,,,48420,156,38,49399,49399.0,858,154,True,False,False,False,True
16074,781519,Canada,Ontario,Toronto,P1J 8T7,Bachelor,48515.0,Divorced,14318.45,Standard,2013,4,,,48420,156,35,48806,48806.0,0,0,True,False,False,False,True
16075,473772,Canada,British Columbia,Victoria,V10 6T5,College,,Married,14325.15,Standard,2012,11,,,48420,156,50,81130,81130.0,1041,187,False,True,False,False,True
16076,458041,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,83379.0,Married,14376.55,Standard,2013,8,,,48420,156,48,69679,69679.0,432,78,True,False,False,False,True
16077,329094,Canada,Quebec,Montreal,H2T 9K8,College,,Single,14396.24,Standard,2015,12,,,48420,156,48,80379,80379.0,2004,361,False,True,False,False,True
16078,143389,Canada,Nova Scotia,Halifax,B3C 2M8,Bachelor,73219.0,Single,14413.38,Standard,2016,2,,,48420,156,46,68007,68007.0,1883,339,True,False,False,False,True
16079,252136,Canada,Quebec,Quebec City,G1B 3L5,College,,Single,14428.87,Standard,2013,3,,,48420,156,40,53625,53625.0,1429,257,True,False,False,False,True
16080,255087,Canada,Nova Scotia,Halifax,B3J 9S2,College,,Married,14429.89,Standard,2012,10,,,48420,156,46,75870,75870.0,1306,235,False,True,False,False,True
16081,869471,Canada,Ontario,Sudbury,M5V 1G5,Bachelor,76456.0,Married,14435.67,Standard,2014,3,,,48420,156,49,67589,67589.0,2735,492,False,True,False,False,True
16082,961533,Canada,Ontario,Sudbury,M5V 1G5,Bachelor,76456.0,Married,14435.67,Standard,2016,2,,,48420,156,26,46735,46735.0,1217,219,False,True,False,False,True
16083,352306,Canada,British Columbia,Whistler,V6T 1Y8,Bachelor,74679.0,Single,14439.8,Standard,2017,11,,,48420,156,27,41700,41700.0,496,89,False,True,False,False,True
16084,167879,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,48014.0,Married,14472.58,Standard,2018,5,,,48420,156,4,5112,5112.0,599,108,False,True,False,False,True
16085,678837,Canada,British Columbia,Victoria,V10 6T5,High School or Below,81036.0,Married,14503.02,Standard,2013,7,,,48420,156,26,43538,43538.0,336,60,False,True,False,False,True
16086,795468,Canada,British Columbia,Whistler,V6T 1Y8,Bachelor,62225.0,Married,14510.44,Standard,2016,5,,,48420,156,46,69563,69563.0,1298,234,True,False,False,False,True
16087,441313,Canada,Ontario,Trenton,K8V 4B2,Bachelor,75899.0,Married,14510.75,Standard,2015,9,,,48420,156,37,68311,68311.0,0,0,True,False,False,False,True
16088,909880,Canada,Newfoundland,St. John's,A1C 6H9,Bachelor,96852.0,Single,14514.01,Standard,2014,12,2017.0,5.0,48420,156,7,10197,10197.0,0,0,False,True,False,False,True
16089,649770,Canada,Ontario,Toronto,M2P 4F6,College,,Single,14567.27,Standard,2017,5,,,48420,156,19,31232,31232.0,457,82,False,True,False,False,True
16090,368566,Canada,Manitoba,Winnipeg,R2C 0M5,Bachelor,50462.0,Single,14616.37,Standard,2014,4,,,48420,156,64,106668,106668.0,0,0,True,False,False,False,True
16091,636045,Canada,Quebec,Montreal,H2Y 2W2,Bachelor,50462.0,Single,14616.37,Standard,2013,2,,,48420,156,33,51148,51148.0,388,70,True,False,False,False,True
16092,665701,Canada,Ontario,Ottawa,K1G 4Z0,Bachelor,61697.0,Married,14627.93,Standard,2016,10,,,48420,156,30,48341,48341.0,587,106,True,False,False,False,True
16093,321074,Canada,Quebec,Quebec City,G1B 3L5,College,,Divorced,14635.45,Standard,2016,3,,,48420,156,29,43919,43919.0,1551,280,False,True,False,False,True
16094,507128,Canada,Quebec,Montreal,H2Y 2W2,College,,Divorced,14635.45,Standard,2017,7,2018.0,3.0,48420,156,10,11814,11814.0,355,64,False,True,False,False,True
16095,764167,Canada,Quebec,Montreal,H2T 9K8,College,,Divorced,14635.45,Standard,2016,6,,,48420,156,47,70283,70283.0,556,100,False,True,False,False,True
16096,842523,Canada,British Columbia,Whistler,V6T 1Y8,College,,Divorced,14635.45,Standard,2013,6,2015.0,5.0,48420,156,0,0,0.0,0,0,True,False,False,False,True
16097,885386,Canada,Ontario,Toronto,M2M 7K8,College,,Divorced,14635.45,Standard,2018,11,,,48420,156,5,11855,11855.0,0,0,True,False,False,False,True
16098,359575,Canada,Quebec,Hull,J8Y 3Z5,College,,Single,14687.08,Standard,2016,6,,,48420,156,46,63043,63043.0,1015,182,False,True,False,False,True
16099,713406,Canada,Quebec,Montreal,H2T 9K8,Bachelor,57608.0,Married,21768.7,2018 Promotion,2018,2,,,22198,77,56,80987,121480.5,0,0,False,True,False,False,True
16100,157766,Canada,British Columbia,Victoria,V10 6T5,Bachelor,53636.0,Married,14700.5,Standard,2015,5,,,48420,156,33,49848,49848.0,987,178,False,True,False,False,True
16101,320728,Canada,British Columbia,Vancouver,V6E 3D9,College,,Single,14703.13,Standard,2018,6,,,48420,156,11,15197,15197.0,0,0,False,True,False,False,True
16102,374721,Canada,Ontario,Toronto,P5S 6R4,Bachelor,64090.0,Divorced,14722.22,Standard,2016,10,,,48420,156,23,39597,39597.0,966,174,True,False,False,False,True
16103,880619,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,64090.0,Divorced,14722.22,Standard,2017,11,,,48420,156,13,21377,21377.0,0,0,True,False,False,False,True
16104,103758,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,103461.0,Single,14727.51,Standard,2018,6,,,48420,156,18,27295,27295.0,0,0,True,False,False,False,True
16105,667718,Canada,British Columbia,Whistler,V6T 1Y8,College,,Married,14741.76,Standard,2018,10,,,48420,156,0,0,0.0,0,0,True,False,False,False,True
16106,924643,Canada,Ontario,Kingston,M9K 2P4,Bachelor,51288.0,Single,14754.36,Standard,2014,5,,,48420,156,32,43548,43548.0,2265,408,False,True,False,False,True
16107,497836,Canada,Alberta,Edmonton,T3G 6Y6,Bachelor,62230.0,Married,14808.06,Standard,2017,3,,,48420,156,29,46935,46935.0,643,116,True,False,False,False,True
16108,910716,Canada,British Columbia,Vancouver,V6E 3D9,College,,Married,14827.91,Standard,2015,9,,,48420,156,28,39465,39465.0,604,109,True,False,False,False,True
16109,229530,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Bachelor,98637.0,Married,14886.71,Standard,2012,10,,,48420,156,50,77667,77667.0,1092,196,True,False,False,False,True
16110,338291,Canada,Ontario,Toronto,M2M 7K8,Bachelor,67090.0,Married,14895.4,Standard,2018,6,,,48420,156,5,9671,9671.0,0,0,False,True,False,False,True
16111,555301,Canada,Alberta,Peace River,T9O 2W2,Bachelor,67090.0,Married,14895.4,Standard,2013,3,,,48420,156,33,43928,43928.0,357,64,True,False,False,False,True
16112,691542,Canada,British Columbia,Vancouver,V6E 3Z3,Bachelor,65540.0,Married,14914.53,Standard,2017,8,,,48420,156,34,54121,54121.0,356,64,False,True,False,False,True
16113,160181,Canada,British Columbia,Vancouver,V6E 3Z3,College,,Married,14917.33,Standard,2016,6,,,48420,156,33,49173,49173.0,519,93,False,True,False,False,True
16114,602043,Canada,Quebec,Montreal,H2Y 2W2,Bachelor,60481.0,Married,14932.1,Standard,2018,11,,,48420,156,0,0,0.0,0,0,True,False,False,False,True
16115,972964,Canada,British Columbia,Whistler,V6T 1Y8,Bachelor,60481.0,Married,14932.1,Standard,2017,11,,,48420,156,20,40202,40202.0,502,90,False,True,False,False,True
16116,567048,Canada,British Columbia,Vancouver,V6E 3Z3,College,,Married,14944.84,Standard,2015,9,,,48420,156,31,60839,60839.0,2178,392,False,True,False,False,True
16117,962600,Canada,Alberta,Calgary,T3E 2V9,Bachelor,56026.0,Married,15014.09,Standard,2013,12,2014.0,10.0,48420,156,0,0,0.0,0,0,False,True,False,False,True
16118,707513,Canada,Ontario,Toronto,P1W 1K4,Bachelor,83582.0,Married,15016.19,Standard,2015,4,,,48420,156,44,67539,67539.0,1037,187,False,True,False,False,True
16119,935570,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,75414.0,Married,15031.56,Standard,2016,8,,,48420,156,26,32914,32914.0,1057,191,True,False,False,False,True
16120,287211,Canada,British Columbia,Vancouver,V5R 1W3,High School or Below,54137.0,Married,15032.9,Standard,2016,9,2017.0,5.0,48420,156,5,5617,5617.0,0,0,False,True,False,False,True
16121,696444,Canada,Quebec,Quebec City,G1B 3L5,Bachelor,48590.0,Married,15042.58,Standard,2013,11,,,48420,156,32,40030,40030.0,0,0,False,True,False,False,True
16122,846718,Canada,Nova Scotia,Halifax,B3C 2M8,Bachelor,48590.0,Married,15042.58,Standard,2013,3,2015.0,6.0,48420,156,0,0,0.0,0,0,False,True,False,False,True
16123,745420,Canada,Ontario,Toronto,P2T 6G3,Bachelor,92849.0,Single,15055.54,Standard,2015,3,,,48420,156,51,75055,75055.0,1111,200,False,True,False,False,True
16124,204220,Canada,Quebec,Hull,J8Y 3Z5,Doctor,162543.0,Single,15063.5,Standard,2015,5,,,48420,156,46,67610,67610.0,1160,209,True,False,False,False,True
16125,365451,Canada,British Columbia,Victoria,V10 6T5,Doctor,162543.0,Single,15063.5,Standard,2014,9,,,48420,156,31,48421,48421.0,2231,402,True,False,False,False,True
16126,652642,Canada,British Columbia,Victoria,V10 6T5,Bachelor,50947.0,Married,15083.78,Standard,2016,12,,,48420,156,23,37931,37931.0,792,143,False,True,False,False,True
16127,676585,Canada,British Columbia,Vancouver,V6E 3Z3,College,,Married,15102.23,Standard,2012,5,,,48420,156,28,43070,43070.0,846,153,False,True,False,False,True
16128,721707,Canada,Quebec,Hull,J8Y 3Z5,College,,Married,15102.23,Standard,2013,1,,,48420,156,49,67209,67209.0,713,128,False,True,False,False,True
16129,750893,Canada,British Columbia,Vancouver,V6E 3D9,High School or Below,78318.0,Married,15114.4,Standard,2014,1,2016.0,2.0,48420,156,0,0,0.0,0,0,False,True,False,False,True
16130,761423,Canada,Ontario,Toronto,P2T 6G3,High School or Below,78318.0,Married,15114.4,Standard,2016,5,,,48420,156,41,55160,55160.0,1977,355,False,True,False,False,True
16131,776399,Canada,Manitoba,Winnipeg,R2C 0M5,High School or Below,78318.0,Married,15114.4,Standard,2018,12,,,48420,156,0,0,0.0,0,0,True,False,False,False,True
16132,813567,Canada,British Columbia,Whistler,V6T 1Y8,High School or Below,78318.0,Married,15114.4,Standard,2017,1,,,48420,156,44,61498,61498.0,1152,207,False,True,False,False,True
16133,125393,Canada,Manitoba,Winnipeg,R3R 3T4,Bachelor,47021.0,Single,15120.21,Standard,2014,7,,,48420,156,41,47264,47264.0,1516,274,False,True,False,False,True
16134,702868,Canada,Ontario,Toronto,P1L 8X8,College,,Married,15144.41,Standard,2013,2,,,48420,156,29,41994,41994.0,1103,199,False,True,False,False,True
16135,287254,Canada,Ontario,Trenton,K8V 4B2,Bachelor,61518.0,Married,15167.04,Standard,2017,11,,,48420,156,22,35789,35789.0,800,144,False,True,False,False,True
16136,504319,Canada,Quebec,Montreal,H2T 2J6,College,,Single,15190.65,Standard,2015,10,2016.0,6.0,48420,156,0,0,0.0,0,0,True,False,False,False,True
16137,869504,Canada,British Columbia,West Vancouver,V6V 8Z3,College,,Single,15190.65,Standard,2014,12,,,48420,156,30,49996,49996.0,1765,318,True,False,False,False,True
16138,586753,Canada,British Columbia,Vancouver,V1E 4R6,Bachelor,101526.0,Divorced,15228.2,Standard,2014,12,,,48420,156,54,79242,79242.0,1046,189,False,True,False,False,True
16139,657492,Canada,Ontario,Toronto,M8Y 4K8,Bachelor,101526.0,Divorced,15228.2,Standard,2015,1,,,48420,156,47,71520,71520.0,776,140,False,True,False,False,True
16140,200168,Canada,British Columbia,Whistler,V6T 1Y8,Bachelor,69912.0,Married,15253.26,Standard,2015,11,,,48420,156,36,64028,64028.0,875,158,True,False,False,False,True
16141,136345,Canada,New Brunswick,Fredericton,E3B 2H2,Bachelor,91001.0,Married,15262.96,Standard,2018,11,,,48420,156,0,0,0.0,0,0,False,True,False,False,True
16142,918631,Canada,British Columbia,Vancouver,V6E 3Z3,High School or Below,72655.0,Married,15266.48,Standard,2015,4,,,48420,156,53,74779,74779.0,698,126,True,False,False,False,True
16143,976307,Canada,Nova Scotia,Halifax,B3J 9S2,Bachelor,61594.0,Married,15272.8,Standard,2014,6,,,48420,156,41,55338,55338.0,382,69,True,False,False,False,True
16144,433815,Canada,Quebec,Quebec City,G1B 3L5,Bachelor,59847.0,Married,15277.48,Standard,2014,7,,,48420,156,28,49224,49224.0,586,105,False,True,False,False,True
16145,622794,Canada,British Columbia,Whistler,V6T 1Y8,Bachelor,67678.0,Married,15284.33,Standard,2018,10,,,48420,156,1,2245,2245.0,0,0,False,True,False,False,True
16146,858228,Canada,Ontario,Toronto,P2T 6G3,Bachelor,61373.0,Married,15304.52,Standard,2018,7,,,48420,156,9,14163,14163.0,398,72,False,True,False,False,True
16147,789573,Canada,Ontario,Ottawa,K1G 4Z0,Bachelor,93277.0,Married,15306.13,Standard,2013,11,,,48420,156,21,34722,34722.0,950,171,False,True,False,False,True
16148,353614,Canada,British Columbia,Vancouver,V6E 3Z3,Bachelor,65814.0,Married,15306.22,Standard,2015,3,2015.0,11.0,48420,156,0,0,0.0,0,0,False,True,False,False,True
16149,458199,Canada,Quebec,Hull,J8Y 3Z5,Bachelor,65814.0,Married,15306.22,Standard,2017,12,,,48420,156,23,28564,28564.0,0,0,True,False,False,False,True
16150,170232,Canada,British Columbia,Victoria,V10 6T5,Bachelor,91877.0,Married,15320.37,Standard,2015,10,2017.0,1.0,48420,156,3,5118,5118.0,0,0,False,True,False,False,True
16151,806995,Canada,British Columbia,Vancouver,V6E 3Z3,Bachelor,58119.0,Divorced,15394.87,Standard,2017,2,,,48420,156,26,35288,35288.0,1435,258,True,False,False,False,True
16152,756526,Canada,British Columbia,Vancouver,V1E 4R6,Bachelor,83013.0,Married,15417.68,Standard,2012,10,,,48420,156,0,0,0.0,0,0,False,True,False,False,True
16153,295387,Canada,British Columbia,Vancouver,V6E 3Z3,Bachelor,93649.0,Married,15417.73,Standard,2013,12,,,48420,156,42,63462,63462.0,0,0,False,True,False,False,True
16154,389225,Canada,British Columbia,Dawson Creek,U5I 4F1,Bachelor,56697.0,Married,15428.01,Standard,2013,6,,,48420,156,51,79901,79901.0,1171,211,True,False,False,False,True
16155,530235,Canada,Ontario,Toronto,P1L 8X8,Bachelor,69720.0,Married,15477.28,Standard,2017,4,,,48420,156,35,46497,46497.0,1596,287,True,False,False,False,True
16156,531398,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,69720.0,Married,15477.28,Standard,2017,4,,,48420,156,26,33157,33157.0,577,104,False,True,False,False,True
16157,727595,Canada,Ontario,Toronto,M2M 7K8,Bachelor,56639.0,Single,15488.43,Standard,2012,7,,,48420,156,27,35633,35633.0,1287,232,True,False,False,False,True
16158,173092,Canada,Ontario,Sudbury,M5V 1G5,Bachelor,53809.0,Married,15503.72,Standard,2016,10,,,48420,156,39,57700,57700.0,398,72,False,True,False,False,True
16159,263402,Canada,Quebec,Montreal,H2T 9K8,Bachelor,104466.0,Married,15506.93,Standard,2018,6,,,48420,156,13,18038,18038.0,1387,249,True,False,False,False,True
16160,912396,Canada,Quebec,Montreal,H4G 3T4,Bachelor,72031.0,Married,15512.25,Standard,2013,3,,,48420,156,38,65378,65378.0,1599,289,False,True,False,False,True
16161,151655,Canada,Quebec,Montreal,H4G 3T4,High School or Below,67442.0,Divorced,15519.67,Standard,2012,11,,,48420,156,46,64195,64195.0,2113,380,False,True,False,False,True
16162,412394,Canada,British Columbia,Vancouver,V6E 3Z3,Bachelor,101672.0,Married,15531.79,Standard,2015,9,,,48420,156,52,80944,80944.0,1847,332,True,False,False,False,True
16163,775160,Canada,Ontario,Thunder Bay,K8T 5M5,College,,Single,15552.4,Standard,2016,4,,,48420,156,42,62474,62474.0,1732,311,True,False,False,False,True
16164,465990,Canada,Saskatchewan,Regina,S6J 3G0,College,,Married,15610.9,Standard,2013,1,,,48420,156,53,81894,81894.0,361,65,False,True,False,False,True
16165,745028,Canada,Nova Scotia,Halifax,B3J 9S2,College,,Married,15610.9,Standard,2018,8,,,48420,156,2,2776,2776.0,0,0,True,False,False,False,True
16166,942189,Canada,British Columbia,Vancouver,V6E 3Z3,Bachelor,68831.0,Single,15626.28,Standard,2018,10,,,48420,156,7,13352,13352.0,0,0,False,True,False,False,True
16167,869190,Canada,Ontario,Toronto,M8Y 4K8,Bachelor,55593.0,Married,15641.26,Standard,2015,2,,,48420,156,38,49673,49673.0,1568,282,True,False,False,False,True
16168,527004,Canada,Ontario,Toronto,P1L 8X8,College,,Married,15672.7,Standard,2017,3,,,48420,156,28,41028,41028.0,397,71,True,False,False,False,True
16169,188218,Canada,Ontario,Toronto,P2T 6G3,College,,Married,15700.28,Standard,2013,2,2013.0,12.0,48420,156,0,0,0.0,0,0,False,True,False,False,True
16170,502977,Canada,British Columbia,Vancouver,V6E 3D9,College,,Married,15700.28,Standard,2015,7,,,48420,156,39,57981,57981.0,0,0,False,True,False,False,True
16171,736219,Canada,British Columbia,Vancouver,V1E 4R6,College,,Single,15725.25,Standard,2018,11,,,48420,156,1,704,704.0,0,0,True,False,False,False,True
16172,289665,Canada,Alberta,Peace River,T9O 2W2,Bachelor,93977.0,Married,15727.13,Standard,2015,4,,,48420,156,54,80774,80774.0,1241,224,False,True,False,False,True
16173,149462,Canada,Quebec,Tremblant,H5Y 2S9,Bachelor,67101.0,Married,15739.92,Standard,2013,1,,,48420,156,47,66381,66381.0,0,0,True,False,False,False,True
16174,632981,Canada,New Brunswick,Fredericton,E3B 2H2,Bachelor,72738.0,Married,15759.62,Standard,2017,4,,,48420,156,30,42149,42149.0,0,0,False,True,False,False,True
16175,561228,Canada,Ontario,Toronto,P1W 1K4,Bachelor,64368.0,Married,15762.53,Standard,2013,10,,,48420,156,32,55461,55461.0,1379,249,True,False,False,False,True
16176,830903,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,64368.0,Married,15762.53,Standard,2018,6,,,48420,156,6,6676,6676.0,360,65,True,False,False,False,True
16177,477993,Canada,Ontario,Toronto,P1J 8T7,Bachelor,60468.0,Married,15762.6,Standard,2015,10,,,48420,156,28,36985,36985.0,511,92,True,False,False,False,True
16178,811748,Canada,British Columbia,Vancouver,V1E 4R6,Bachelor,60468.0,Married,15762.6,Standard,2016,7,2017.0,3.0,48420,156,3,6167,6167.0,0,0,False,True,False,False,True
16179,246935,Canada,New Brunswick,Fredericton,E3B 2H2,Bachelor,53842.0,Married,15769.11,Standard,2014,7,,,48420,156,42,68646,68646.0,1735,312,True,False,False,False,True
16180,772628,Canada,Quebec,Montreal,H4G 3T4,Bachelor,53842.0,Married,15769.11,Standard,2012,8,,,48420,156,27,40424,40424.0,559,101,True,False,False,False,True
16181,104353,Canada,Saskatchewan,Regina,S1J 3C5,Bachelor,104140.0,Married,15777.89,Standard,2014,1,,,48420,156,42,73980,73980.0,526,95,False,True,False,False,True
16182,526222,Canada,Nova Scotia,Halifax,B3J 9S2,Bachelor,104140.0,Married,15777.89,Standard,2017,3,,,48420,156,37,53271,53271.0,2363,427,True,False,False,False,True
16183,150754,Canada,British Columbia,Vancouver,V6E 3D9,College,,Single,15789.65,Standard,2014,1,,,48420,156,30,46732,46732.0,519,93,False,True,False,False,True
16184,824462,Canada,Ontario,Trenton,K8V 4B2,College,,Single,15789.65,Standard,2013,5,,,48420,156,38,44428,44428.0,2032,365,False,True,False,False,True
16185,540836,Canada,Ontario,Toronto,P1J 8T7,Bachelor,74726.0,Married,15806.53,Standard,2018,10,,,48420,156,0,0,0.0,0,0,False,True,False,False,True
16186,638733,Canada,British Columbia,Vancouver,V6E 3D9,College,,Single,15814.75,Standard,2013,1,,,48420,156,40,72884,72884.0,3391,611,True,False,False,False,True
16187,362201,Canada,Saskatchewan,Regina,S1J 3C5,College,,Married,15860.04,Standard,2015,2,,,48420,156,24,38251,38251.0,0,0,False,True,False,False,True
16188,272144,Canada,Ontario,Ottawa,K1F 2R2,College,,Single,15862.18,Standard,2015,3,,,48420,156,33,48960,48960.0,480,86,False,True,False,False,True
16189,817041,Canada,Quebec,Quebec City,G1B 3L5,Bachelor,67819.0,Single,22332.44,2018 Promotion,2018,4,,,22198,77,0,0,0.0,0,0,True,False,False,False,True
16190,851021,Canada,Ontario,Toronto,P1J 8T7,Bachelor,73150.0,Married,15886.03,Standard,2016,10,2017.0,7.0,48420,156,15,13362,13362.0,462,83,False,True,False,False,True
16191,413052,Canada,British Columbia,Whistler,V6T 1Y8,Bachelor,79053.0,Married,15923.96,Standard,2015,5,,,48420,156,25,43987,43987.0,445,80,False,True,False,False,True
16192,836486,Canada,Quebec,Quebec City,G1B 3L5,College,,Divorced,15936.58,Standard,2012,9,,,48420,156,37,54155,54155.0,543,98,True,False,False,False,True
16193,751223,Canada,Quebec,Montreal,H2T 2J6,Bachelor,56692.0,Single,15978.91,Standard,2017,12,,,48420,156,23,40866,40866.0,1563,282,True,False,False,False,True
16194,244271,Canada,British Columbia,Vancouver,V6E 3Z3,College,,Single,15984.53,Standard,2014,5,,,48420,156,38,48910,48910.0,538,97,False,True,False,False,True
16195,114399,Canada,British Columbia,Vancouver,V6E 3D9,College,,Single,15994.01,Standard,2018,6,,,48420,156,4,4809,4809.0,0,0,True,False,False,False,True
16196,362742,Canada,British Columbia,Victoria,V10 6T5,Bachelor,65056.0,Divorced,16007.95,Standard,2017,7,,,48420,156,10,11027,11027.0,0,0,True,False,False,False,True
16197,396446,Canada,British Columbia,Vancouver,V6E 3D9,College,,Single,16045.11,Standard,2013,5,,,48420,156,31,40487,40487.0,483,87,True,False,False,False,True
16198,935862,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,83232.0,Married,16068.35,Standard,2018,7,,,48420,156,14,19849,19849.0,766,138,True,False,False,False,True
16199,529458,Canada,Ontario,Kingston,M9K 2P4,College,,Married,16109.75,Standard,2016,9,,,48420,156,48,69810,69810.0,1329,239,False,True,False,False,True
16200,214123,Canada,Ontario,Toronto,M2Z 4K1,Bachelor,50954.0,Married,16229.65,Standard,2016,6,2017.0,2.0,48420,156,3,3687,3687.0,0,0,True,False,False,False,True
16201,209846,Canada,Ontario,Toronto,P2T 6G3,College,,Single,16236.48,Standard,2014,1,2015.0,7.0,48420,156,0,0,0.0,0,0,True,False,False,False,True
16202,925979,Canada,British Columbia,Whistler,V6T 1Y8,College,,Single,16280.2,Standard,2018,9,,,48420,156,3,7425,7425.0,0,0,True,False,False,False,True
16203,133429,Canada,Quebec,Tremblant,H5Y 2S9,Master,100817.0,Married,16301.97,Standard,2014,2,,,48420,156,48,84099,84099.0,1139,205,True,False,False,False,True
16204,134857,Canada,Ontario,Toronto,M2M 7K8,Master,100817.0,Married,16301.97,Standard,2015,2,,,48420,156,29,47268,47268.0,459,83,False,True,False,False,True
16205,236026,Canada,British Columbia,Vancouver,V6E 3D9,Master,100817.0,Married,16301.97,Standard,2012,6,,,48420,156,48,62334,62334.0,0,0,True,False,False,False,True
16206,426414,Canada,Ontario,Toronto,P5S 6R4,Master,100817.0,Married,16301.97,Standard,2016,10,,,48420,156,34,46150,46150.0,0,0,False,True,False,False,True
16207,605787,Canada,Ontario,Trenton,K8V 4B2,Master,100817.0,Married,16301.97,Standard,2015,7,,,48420,156,41,58133,58133.0,1190,214,False,True,False,False,True
16208,752663,Canada,New Brunswick,Fredericton,E3B 2H2,Master,100817.0,Married,16301.97,Standard,2012,8,,,48420,156,29,35288,35288.0,1394,251,True,False,False,False,True
16209,812057,Canada,Nova Scotia,Halifax,B3J 9S2,Master,100817.0,Married,16301.97,Standard,2016,1,,,48420,156,63,93929,93929.0,514,93,False,True,False,False,True
16210,977236,Canada,British Columbia,Vancouver,V6E 3D9,Master,100817.0,Married,16301.97,Standard,2018,8,,,48420,156,5,4376,4376.0,0,0,False,True,False,False,True
16211,995695,Canada,Ontario,Toronto,M2M 6J7,College,,Single,16313.68,Standard,2013,9,,,48420,156,33,50845,50845.0,603,109,True,False,False,False,True
16212,705756,Canada,Ontario,Trenton,K8V 4B2,Bachelor,89257.0,Single,16331.43,Standard,2015,4,2016.0,12.0,48420,156,0,0,0.0,0,0,True,False,False,False,True
16213,708654,Canada,British Columbia,Vancouver,V6E 3Z3,Bachelor,89257.0,Single,16331.43,Standard,2016,9,,,48420,156,43,57754,57754.0,410,74,True,False,False,False,True
16214,938914,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,73638.0,Married,16344.61,Standard,2013,9,,,48420,156,35,50389,50389.0,1784,321,False,True,False,False,True
16215,671849,Canada,British Columbia,Whistler,V6T 1Y8,High School or Below,80289.0,Divorced,16355.31,Standard,2012,7,,,48420,156,32,47102,47102.0,1034,186,True,False,False,False,True
16216,209102,Canada,Ontario,Toronto,P2T 6G3,Bachelor,79028.0,Married,16373.73,Standard,2012,11,,,48420,156,38,59426,59426.0,407,73,True,False,False,False,True
16217,574930,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,79028.0,Married,16373.73,Standard,2018,5,,,48420,156,7,15010,15010.0,0,0,False,True,False,False,True
16218,656454,Canada,Ontario,Kingston,M9K 2P4,College,,Married,16414.04,Standard,2018,10,,,48420,156,2,3860,3860.0,0,0,False,True,False,False,True
16219,338059,Canada,Newfoundland,St. John's,A1C 6H9,College,,Divorced,16468.22,Standard,2014,12,,,48420,156,28,47859,47859.0,1676,302,True,False,False,False,True
16220,544182,Canada,Ontario,Toronto,P2T 6G3,College,,Divorced,16468.22,Standard,2015,4,2018.0,11.0,48420,156,40,57708,57708.0,514,93,False,True,False,False,True
16221,688627,Canada,British Columbia,Vancouver,V6E 3D9,College,,Divorced,16468.22,Standard,2013,2,,,48420,156,58,86558,86558.0,879,158,True,False,False,False,True
16222,762389,Canada,Quebec,Montreal,H4G 3T4,College,,Divorced,16468.22,Standard,2014,12,,,48420,156,47,70599,70599.0,3456,622,True,False,False,False,True
16223,826930,Canada,Ontario,Thunder Bay,K8T 5M5,College,,Divorced,16468.22,Standard,2018,11,,,48420,156,0,0,0.0,0,0,False,True,False,False,True
16224,791202,Canada,British Columbia,Vancouver,V6E 3Z3,Master,111106.0,Married,16473.17,Standard,2016,6,,,48420,156,39,73488,73488.0,862,155,True,False,False,False,True
16225,997912,Canada,Quebec,Montreal,H2T 2J6,Master,111106.0,Married,16473.17,Standard,2013,8,2013.0,11.0,48420,156,0,0,0.0,0,0,False,True,False,False,True
16226,697766,Canada,Quebec,Montreal,H2T 9K8,Bachelor,98755.0,Married,16484.02,Standard,2013,6,,,48420,156,35,55836,55836.0,0,0,False,True,False,False,True
16227,428129,Canada,Ontario,Sudbury,M5V 1G5,Bachelor,93042.0,Married,16501.07,Standard,2013,3,,,48420,156,43,67284,67284.0,1074,193,False,True,False,False,True
16228,352747,Canada,Ontario,Trenton,K8V 4B2,Bachelor,62748.0,Married,16504.96,Standard,2017,11,,,48420,156,15,20909,20909.0,0,0,False,True,False,False,True
16229,797902,Canada,Quebec,Quebec City,G1B 3L5,College,,Divorced,26999.68,2018 Promotion,2018,2,,,22198,77,55,75486,113229.0,0,0,True,False,False,False,True
16230,556188,Canada,Ontario,Toronto,P2T 6G3,Bachelor,66001.0,Married,16547.64,Standard,2016,3,,,48420,156,44,64608,64608.0,383,69,True,False,False,False,True
